idx,NUM_LAYER,LAYER_TYPE,INPX_BUF_MODE,WT_BUF_MODE,OUTPX_BUF_MODE,PAD,STRIDE,RDADDR_ROTATE_EN,TIX,TIY,TIF,TOF,WITH_RELU,WITH_BIAS,INBUF_RDADDR_KEY,KX_KY,NKX,NKY,PAD_DIV_STRIDE,LBUF_WREN,LBUF_RDEN,TOY_IS_NOY,MAX_PAD_STR,TOX_GRP,TOY_GRP,TOF_GRP,TOXDMA_GRP,END_TOYPAD,END_NOYPAD,PAD_E_CV_POX,PAD_S_CV_POY,PAD_E_CV_NKX,PAD_S_CV_NKY,PAD_N_CV_POY,PAD_N_CV_NKY,PAD_E_END_PLMX,PAD_S_END_PLMX,NUM_TIXGRP_PLMX,TIXGRP1ST_PLMX,TIXY1ST_PLMX,LOC_PAD_E_PL,LOC_PAD_S_PL,WORDS_RDPX,WORDS_WRPX,NUM_ROWSTR,END_ROW,END_ROW_STR,TOF1OUPX_BSCV,ACCU_TOF_BSCV,NOY_GRP,NOF_GRP,TIX1POX_STR,TIX1POX_TIY1POY,END_ROWPOY,TOXGRP_POY,TOXGRP_TOY,KX_KY_TIF,KKNIF_DELAY,MACOUT_RSBIT,INPX_LAYER_ID_0,INPX_LAYER_ID_1,INPX_LAYER_ID_2,INPX_LAYER_ID_3,INPX_LAYER_ID_4,INPX_LAYER_ID_5,INPX_LAYER_ID_6,INPX_LAYER_ID_7,INPX_LAYER_ID_8,INPX_LAYER_ID_9,INPX_LAYER_ID_10,INPX_LAYER_ID_11,INPX_LAYER_ID_12,INPX_LAYER_ID_13,INPX_LAYER_ID_14,INPX_LAYER_ID_15,INPX_NUM_LAYER,INPX_CMD_SIZE,INPX_ADDR_ADJUST,WT_ADDR,WT_CMD_SIZE,OUTPX_ADDR,OUTPX_CMD_SIZE,NUM_TIF,NUM_TOY,NUM_TOF,NUM_TBX,OFFSET_TIY,OFFSET_WT_TOF,OFFSET_TOY,OFFSET_TOF,OFFSET_OF,BUFS_PXIN_DEPTHS,BUFS_PXOU_DEPTHS,NUM_ADDRS_1BOX_M1,NIX_NUM_ADDRS,NUM_VALID_PX_M1,NUM_BOX_1BUF_M1,NUM_NIX_INPX2,NIF_FCON_M1,NOF1POF_FCON_M1,ROI_TILES_FCON_M1,DIVISION_GAP,NUM_DDR_WORDS_GAP,NUM_SKIP_RDADDR_WORDS_GAP,NUM_VALID_RDADDR_WORDS_GAP,SPATIAL_SCALE,POOL_SIZE,GRID_DIVISION_EQUIVALENT,NUM_FRACTIONAL_BITS,NUM_CHANNELS,NUM_CHANNELS_PER_BUFFER,CH_HEIGHT_ROIPL,CH_WIDTH_ROIPL,IMG_W,IMG_H,MIN_W,MIN_H,CH_HEIGHT_PROP,CH_WIDTH_PROP,NUM_ANCHORS,NUM_ANCHORS_PER_BUFFER,NUM_STDDEV,NMS_THRESHOLD,NUM_POST_NMS,DIV_BY_N,ANCHOR_CTR_X,ANCHOR_CTR_Y,ANCHOR_W_0,ANCHOR_W_1,ANCHOR_W_2,ANCHOR_W_3,ANCHOR_W_4,ANCHOR_W_5,ANCHOR_W_6,ANCHOR_W_7,ANCHOR_W_8,ANCHOR_W_9,ANCHOR_W_10,ANCHOR_W_11,ANCHOR_W_12,ANCHOR_W_13,ANCHOR_W_14,ANCHOR_W_15,ANCHOR_W_16,ANCHOR_W_17,ANCHOR_W_18,ANCHOR_W_19,ANCHOR_W_20,ANCHOR_W_21,ANCHOR_W_22,ANCHOR_W_23,ANCHOR_W_24,ANCHOR_W_25,ANCHOR_W_26,ANCHOR_W_27,ANCHOR_W_28,ANCHOR_W_29,ANCHOR_W_30,ANCHOR_W_31,ANCHOR_W_32,ANCHOR_W_33,ANCHOR_W_34,ANCHOR_W_35,ANCHOR_W_36,ANCHOR_W_37,ANCHOR_W_38,ANCHOR_W_39,ANCHOR_W_40,ANCHOR_W_41,ANCHOR_W_42,ANCHOR_W_43,ANCHOR_W_44,ANCHOR_W_45,ANCHOR_W_46,ANCHOR_W_47,ANCHOR_W_48,ANCHOR_W_49,ANCHOR_W_50,ANCHOR_W_51,ANCHOR_W_52,ANCHOR_W_53,ANCHOR_W_54,ANCHOR_W_55,ANCHOR_W_56,ANCHOR_W_57,ANCHOR_W_58,ANCHOR_W_59,ANCHOR_W_60,ANCHOR_W_61,ANCHOR_W_62,ANCHOR_W_63,ANCHOR_H_0,ANCHOR_H_1,ANCHOR_H_2,ANCHOR_H_3,ANCHOR_H_4,ANCHOR_H_5,ANCHOR_H_6,ANCHOR_H_7,ANCHOR_H_8,ANCHOR_H_9,ANCHOR_H_10,ANCHOR_H_11,ANCHOR_H_12,ANCHOR_H_13,ANCHOR_H_14,ANCHOR_H_15,ANCHOR_H_16,ANCHOR_H_17,ANCHOR_H_18,ANCHOR_H_19,ANCHOR_H_20,ANCHOR_H_21,ANCHOR_H_22,ANCHOR_H_23,ANCHOR_H_24,ANCHOR_H_25,ANCHOR_H_26,ANCHOR_H_27,ANCHOR_H_28,ANCHOR_H_29,ANCHOR_H_30,ANCHOR_H_31,ANCHOR_H_32,ANCHOR_H_33,ANCHOR_H_34,ANCHOR_H_35,ANCHOR_H_36,ANCHOR_H_37,ANCHOR_H_38,ANCHOR_H_39,ANCHOR_H_40,ANCHOR_H_41,ANCHOR_H_42,ANCHOR_H_43,ANCHOR_H_44,ANCHOR_H_45,ANCHOR_H_46,ANCHOR_H_47,ANCHOR_H_48,ANCHOR_H_49,ANCHOR_H_50,ANCHOR_H_51,ANCHOR_H_52,ANCHOR_H_53,ANCHOR_H_54,ANCHOR_H_55,ANCHOR_H_56,ANCHOR_H_57,ANCHOR_H_58,ANCHOR_H_59,ANCHOR_H_60,ANCHOR_H_61,ANCHOR_H_62,ANCHOR_H_63,
12,28,0,0,0,0,1,1,0,135,10,32,128,1,1,20,8,2,2,1,6,3,0,0,16,0,3,20,0,29,64,128,0,0,1,1,0,0,0,0,0,0,0,0,39,5,4,4,16,68,29,0,20,40,63,160,160,288,300,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,160,41280,36864,97894400,1080,1,30,1,1,1280,36864,1280,4915200,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,28,0,0,0,0,0,1,0,135,8,256,32,1,1,20,0,0,0,0,0,1,0,0,16,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,4,4,4,84,29,0,20,20,255,160,160,256,268,7,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1080,0,78144,8192,102809600,1080,1,30,1,1,1280,8192,1280,1228800,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,28,0,0,0,0,0,1,0,135,8,38,128,1,1,20,0,0,0,0,0,1,0,0,16,0,3,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,4,4,16,88,29,0,20,20,31,160,160,38,50,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1080,0,86336,4864,104038400,1080,1,30,1,1,1280,4864,1280,4915200,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,28,0,0,0,0,1,1,0,135,10,32,128,1,1,20,8,2,2,1,6,3,0,0,16,0,3,20,0,29,64,128,0,0,1,1,0,0,0,0,0,0,0,0,39,5,4,4,16,104,29,0,20,40,63,160,160,288,300,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,160,91200,36864,108953600,1080,1,30,1,1,1280,36864,1280,4915200,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,28,2,0,0,0,0,2,0,160,65,8,8,0,0,0,0,2,2,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,2,23,5,3,163,0,1,2.732188e+02,66,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8775,0,0,0,113868800,2144,32,4,32,1,10240,0,2144,98304,12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,28,0,0,0,0,0,1,0,67,8,256,64,1,1,12,0,0,0,0,0,1,0,0,8,0,1,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,8,120,14,0,12,12,255,96,96,256,268,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536,0,128064,16384,117014528,536,1,15,1,1,768,16384,768,737280,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,28,0,0,0,0,0,1,0,67,8,48,192,1,1,12,0,0,0,0,0,1,0,0,8,0,5,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,24,128,14,0,12,12,47,96,96,48,60,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536,0,144448,9216,117751808,536,1,15,1,1,768,9216,768,2211840,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,28,0,0,0,0,1,1,0,67,10,48,192,1,1,12,8,2,2,1,6,3,0,0,8,0,5,12,0,14,4,128,0,0,1,1,0,0,0,0,0,0,0,0,23,3,2,2,24,152,14,0,12,24,95,96,96,432,444,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,670,96,153664,82944,119963648,536,1,15,1,1,768,82944,768,2211840,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,28,0,0,0,0,0,1,0,67,8,384,64,1,1,12,0,0,0,0,0,1,0,0,8,0,1,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,8,176,14,0,12,12,383,96,96,384,396,7,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,536,0,236608,24576,122175488,536,1,15,1,1,768,24576,768,737280,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,28,0,0,0,0,0,1,0,67,8,48,192,1,1,12,0,0,0,0,0,1,0,0,8,0,5,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,24,184,14,0,12,12,47,96,96,48,60,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536,0,261184,9216,122912768,536,1,15,1,1,768,9216,768,2211840,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,28,0,0,0,0,1,1,0,67,10,48,192,1,1,12,8,2,2,1,6,3,0,0,8,0,5,12,0,14,4,128,0,0,1,1,0,0,0,0,0,0,0,0,23,3,2,2,24,208,14,0,12,24,95,96,96,432,444,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,670,96,270400,82944,125124608,536,1,15,1,1,768,82944,768,2211840,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,28,0,0,0,0,0,1,0,67,8,384,64,1,1,12,0,0,0,0,0,1,0,0,8,0,1,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,8,232,14,0,12,12,383,96,96,384,396,7,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,536,0,353344,24576,127336448,536,1,15,1,1,768,24576,768,737280,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,28,0,0,0,0,0,1,0,67,8,64,256,1,1,12,0,0,0,0,0,1,0,0,8,0,7,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,32,240,14,0,12,12,63,96,96,64,76,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536,0,377920,16384,128073728,536,1,15,1,1,768,16384,768,2949120,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,28,0,0,0,0,1,1,0,67,10,64,256,1,1,12,8,2,2,1,6,3,0,0,8,0,7,12,0,14,4,128,0,0,1,1,0,0,0,0,0,0,0,0,23,3,2,2,32,272,14,0,12,24,127,96,96,576,588,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,670,96,394304,147456,131022848,536,1,15,1,1,768,147456,768,2949120,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,28,0,0,0,0,0,1,0,67,8,512,64,1,1,12,0,0,0,0,0,1,0,0,8,0,1,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,8,304,14,0,12,12,511,96,96,512,524,7,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,536,0,541760,32768,133971968,536,1,15,1,1,768,32768,768,737280,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,28,0,0,0,0,0,1,0,67,8,64,256,1,1,12,0,0,0,0,0,1,0,0,8,0,7,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,2,32,312,14,0,12,12,63,96,96,64,76,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536,0,574528,16384,134709248,536,1,15,1,1,768,16384,768,2949120,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,28,0,0,0,0,1,1,0,67,10,64,256,1,1,12,8,2,2,1,6,3,0,0,8,0,7,12,0,14,4,128,0,0,1,1,0,0,0,0,0,0,0,0,23,3,2,2,32,344,14,0,12,24,127,96,96,576,588,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,670,96,590912,147456,137658368,536,1,15,1,1,768,147456,768,2949120,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
